PHONE,COLLEGE NAME,STATE,DISTRICT,MAIL ID,PHONE
1628,TRINITY COLLEGE FOR MANAGEMENT AND  TECHNOLOGY,Uttar Pradesh,Ghaziabad,trinity.gzb@gmail.com,9311647712
1629,CHAITANYA COLLEGE OF PHARMACY EDUCATION & RESEARCH,Andhra Pradesh,Warangal,chaitanya@chaitanyacolleg,9848667555
1630,CHAITANYA INSTITUTE OF TECHNOLOGY & SCIENCE,Andhra Pradesh,Warangal,chaitanya@chaitanyacolleg,9848667555
1631,Oriental college of Managment Bhopal,Madhya Pradesh,Bhopal,Directoroct @oriental.ac.,2529026
1632,"SINHGAD INSTITUTE OF BUSINESS ADMINISTRATION & COMPUTER APPLICATION,(SIBACA) LONAVALA",Maharashtra,Pune,director_sibaca@sinhgad.e,304308
1633,VIJAY KRISHNA COLLEGE OF NURSING,Andhra Pradesh,Visakhapatnam,vijaykrishnanursing@gmail,8179310146
1634,VISHNUSREE INSTITUTE OF TECHNOLOGY,Andhra Pradesh,Nalgonda,vsitpolytechnic@gmail.com,7730084030
1635,MANDAVA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Andhra Pradesh,Krishna,mietenggcollege@gmail.com,8654226768
1636,Pune Institution of Business Management,Maharashtra,Pune,datta.j@pibm.in,66575041
1637,KRISHNA INSTITUTE OF TECHNOLOGY & MANAGEMENT,Uttar Pradesh,Allahabad,contactkrishnainstitute@g,8090428367
1638,P.N.School of Nursing,Madhya Pradesh,Morena,pnnursingschool@gmail.com,9414879024
1639,"BIRLA INSTITUTE OF TECHNOLOGY -MESRA, JAIPUR CAMPUS",Rajasthan,Jaipur,bitjaipur@bitmesra.ac.in,4019798
1640,Pragathi College of Nursing,Karnataka,Bangalore,pion_bm@rediffmail.com,9845470034
1641,SVS GROUP OF INSTITUTIONS,Uttar Pradesh,Meerut,kesncr@gmail.com,8958020304
1642,GYAN GANGA POLYTECHNIC,Haryana,Kurukshetra,gyanganga_poly@yahoo.com,9996012695
1643,Rajasthan Institute of Engineering & Technology,Rajasthan,Jaipur,rietjaipur@yahoo.com,2250066
1644,Pragathi Institute of Nursing,Karnataka,Bangalore,pion_bm@rediffmail.com,9880795263
1645,TEJA COLLEGE OF PHARMACY,Andhra Pradesh,Nalgonda,tejacollegepharm@gmail.co,9985596727
1646,CAMELLIA INSTITUTE OF  TECHNOLOGY & MANAGEMENT,West Bengal,Hooghly,citmhooghly09@gmail.com,9007030121
1647,International School of Management,Bihar,Patna,ismpatna.patna@gmail.com,3222100
1648,SLCS COLLEGE OF PHARMACY,Andhra Pradesh,Rangareddy,slciet@yahoo.com,9866502063
1649,SCHOOL OF ENGINEERING,Madhya Pradesh,Sehore,info@sssutms.co.in,222482
1650,B.V.KRISHNA POLYTECHNIC,Andhra Pradesh,Nalgonda,principal.bvkrishna@gmail,8498053321
1651,"School of Physical Education, SSSUTMS",Madhya Pradesh,Sehore,info@sssutms.co.in,223647
1652,AGNIHOTRI SCHOOL OF TECHNOLOGY (POLYTECHNIC) WARDHA,Maharashtra,Wardha,ast695@rediffmail.com,25888
1653,BHAGATH COLLEGE OF DIPLOMA IN ENGG & TECH.-303,Andhra Pradesh,Nalgonda,bhagatpoly303@gmail.com,9640722788
1654,INSTITUTE OF PROFESSIONAL EDUCATION AND RESEARCH,Madhya Pradesh,Bhopal,ipermba@iper.ac.in,660301
1655,Sanghvi Institute of Management & Science,Madhya Pradesh,Bhopal,contact@sims-indore.com,2580000
1656,Shri Sardari Lal College of Education,Haryana,Ambala,sslcehry@gmail.com,25725
1657,RSC SCHOOL OF NURSING,Madhya Pradesh,Gwalior,INFO@RSCCOLLEGE.ORG,2811205
1658,ELLENKI INSTITUTE OF ENGINEERING & TECHNOLOGY,Andhra Pradesh,Medak,ssriet@gmail.com,9347550240
1659,Uttaranchal University,Uttarakhand,Dehradun,university@uttaranchaluni,2772135
1660,ARULMURUGAN POLYTECHNIC COLLEGE,Tamil Nadu,Karur,principal@arulmurugan.edu.in,9842980789
1661,GRAPHIC ERA UNIVERSITY,Uttarakhand,Dehradun,registrar@geu.ac.in,2642727
1662,"MAKHANLAL CAHTURVEDI NATIONAL UNIVERSITY OF JOURNALISM ANDCOMMUNICATION",Madhya Pradesh,KHANDWA,karmveervidyapeeth@ gmail,7332248895
1663,Sri Bhargavi School Of Nursing Ongole,Andhra Pradesh,Prakasam,sribhargavischoolofnursingogl@gmail.co,
1664,NARSIMHA REDDY ENGINEERING COLLEGE,Andhra Pradesh,Rangareddy,nrengineeringcollege@gmai,9849775454
1665,Radhika  M.P.H.W. (F) Training Institute,Andhra Pradesh,Prakasam,radhikamphwtraininginstitute@gmail.co,8592235396
1666,Sri Durga School Of Nursing Ongole,Andhra Pradesh,Prakasam,sridugraschoolofnursingogl@gmail.com,9440211331
1667,SHRI DATTA MEGHE POLYTECHNIC,Maharashtra,Nagpur,sdmpoly@hotmail.com,9764996498
1668,KALKA INSTITUTE FOR RESEARCH & ADVANCED STUDIES,Uttar Pradesh,Meerut,kalkanursingcollege@gmai,1213263762
1669,D.G.R. SCHOOL OF NURSING,Andhra Pradesh,Nellore,dgrnursingschool@gmail.com,9885237101
1670,ROYAL INSTITUTE OF TECHNOLOGY & SCIENCE,Andhra Pradesh,Rangareddy,royalprincipal@gmail.com,8790393629
1671,VITS ENGINEERING COLLEGE,Orissa,Khordha,vitstech@gmail.com,2542136
1672,College of Engineering & Technology(IILM Academy of Higher Learning),Uttar Pradesh,Gautam Buddha N,igilamr_ahl@iilm.ac.in,6002159
1673,TRUBA COLLEGE OF ENGINEERING & TECHNOLOGY,Madhya Pradesh,Indore,mitesh.soni@trubainstitute.ac.in,3240041
1674,saraswati professionalhigher education college of nursing,Punjab,Mohali,sphegharuan@gmail.com,7696377788
1675,sinhgad school of business studies,Maharashtra,Pune,ssbsoffice@sinhgad.edu,2066831822
1676,"Vaishnavi Institute of Technology & Science,Bhopal",Madhya Pradesh,RAISEN,",vditirse.bcthoor_psaslb@s@gmsinahilg.csodm.edu",206256
1677,"Dr.K.N Modi Institute Of Engineering & Technology,Modinagar",Uttar Pradesh,Ghaziabad,director@knmiet.edu,8791082230
1678,SITARAMAIAH COLLEGE OF NURSING,Andhra Pradesh,Rangareddy,sitaramaiah61@gmail.com,8686706226
1679,PYDAH COLLEGE of Enginnering,Andhra Pradesh,East Godavari,princengg@pydah.co.in,2315333
1680,Padmashree Krutarth Acharya Institute of Engineering Technology,Orissa,Bargarh,pkaietadmission@gmail.com,262016
1681,B.V.RAJU INSTITUTE OF TECHNOLOGY,Andhra Pradesh,Medak,bvrit@bvrit.ac.in,222000
1682,"SunRise University,Alwar",Rajasthan,Alwar,provc@sunriseuniversity.in,9649903052
1683,S. SINA COLLEGE,Bihar,Aurangabad,facultyofpharmacyssc@gmai,223133
1684,St. John College of EngineeringTechnology,Maharashtra,Thane,sjcet.aldel@rediffmail.co,254846
1685,Shivajirao S.Jondhale College Of Engineering Dombivli,Maharashtra,Thane,abc@abc.com,
1686,CDRZ POLYTECHNIC,Haryana,Jhajjar,cdrzpolytechnic@gmail.com,9813238547
1687,Maruthi Paramedical Academy College Of Nursing B.Sc (Nusing),Andhra Pradesh,Khammam,maruthi.bcm@gmail.com,9849456695
1688,AP GOYAL SHIMLA UNIVERSITY,Himachal Pradesh,Shimla,da@apg.edu.in,9805502114
1689,Maruthi Paramedical Academy School Of Nursing GNM(Nusing),Andhra Pradesh,Khammam,"maruthi.bcm@gmail.com, dr",9849456695
1690,INSTITUTE OF INDUSTRIAL EDUCATION & TRAINING,Orissa,Mayurbhanj,iiet.itc@gmail.com,9777331565
1691,BHAWNA INSTITUTE OF PROFESSIONAL STUDIES,Uttar Pradesh,Allahabad,contact@bhawnastudies.com,9307960011
1692,"DEV POLYTECHNIC COLLEGE, DHEEN (AMBALA)",Haryana,Ambala,devpolytechnic1@gmail.com,8685000457
1693,Mahavir Engneering College,Orissa,Khordha,mecbhubaneswar@gmail.com,2556582
1694,P R R MEMORIAL ENGINEERING COLLEGE,Andhra Pradesh,Rangareddy,prrm1998@gmail.com,9052223769
1695,"Poornima Institute of Engg & Technology,Jaipur",Rajasthan,Jaipur,info@poornima.org,2771628
1696,Rao Jai  Ram College of Education,Haryana,Mahendragarh,rjrpbm@gmail.com,9416130996
1697,"Jind Institute of Engineering & Technology, Jind",Haryana,Jind,JIETPRINCIPAL@GMAIL.COM,9896948005
1698,VANDANA SCHOOL OF NURSING,Andhra Pradesh,Nalgonda,vandanason2004@gmail.com,9848993664
1699,SRIGURU ITI,Orissa,Cuttack,sriguruitc@ymail.com,2491120
1700,GALAXY PARAMEDICAL COLLEGE,Jammu,Jammu,galaxyjammu7@gmail.com,9419141189
1701,"Swami Dayanand College of Pharmacy, Bathinda",Punjab,Bathinda,sdceedu1@gmail.com,3291192
1702,NEELKANTH VIDYAPEETH,Uttar Pradesh,Meerut,info@neelkanth.edu.in,1212575185
1703,SARASWAT INSTITUTE OF MANAGEMENT,Orissa,Khordha,saraswat_mba@yahoo.in,243778
1704,Swami Devi Dyal Institute of Engg. & Tech.,Haryana,Panchkula,sddiet_panchkula@yahoo.co,258266
1705,Swami Devi Dyal School of Nursing,Haryana,Panchkula,sddiet_panchkula@yahoo.co,258627
1706,North Odisha School of Engineering,Orissa,Mayurbhanj,northodishaschoolofengineering@gmail.,8093023402
1707,ISB&M College of  Commerce,Maharashtra,Pune,isbmcc@isbm.ac.in,667546625
1708,Shri Shankaracharya College of nursing,Chhattisgarh,Durg,sscn.bhilai@yahoo.com,7882241733
1709,STES Smt. Kashibai navale college of engineering,Maharashtra,Pune,",psrsicnnc_ibphaill.asik@ncyoaheo@o.scionmhgad.edu",24354938
1710,veltech rangarajan Dr.sagunthala R&D institute  of sciencetechnology,Tamil Nadu,Tiruvallur,veltech@vsnl.com,26840605
1711,RAM NANDAN PANDEY PVT ITI,Bihar,Aurangabad,vickysi2002est@gmail.com,9431417084
1712,United College of Engineering & Research(AICTE),Uttar Pradesh,Gautam Buddha N,ignafor gn@united.ac.in,2328236
1713,Inderprastha Polytechnic College,Haryana,Kaithal,ippcollege@gmail.com,96200
1714,"RADHARAMAN ENGINEERING COLLEGE, POLYTECHNIC WING",Madhya Pradesh,Bhopal,rgirecdip@gmail.com,7552896303
1715,Baba Farid College of Engg. & Technology,Punjab,Bathinda,principalbfcet@babafaridgroup.com,1642786041
1716,SANA ColLEGE OF PHARMACY,Andhra Pradesh,Nalgonda,sanaftkdd@gmail.com,255763
1717,ANAND INTERNATIONAL COLLEGE OF ENGINEERING,Rajasthan,Jaipur,director@anandice.ac.in,234995
1718,Indo Global College of Engineering,Punjab,SAS Nagar,principaligce@gmail.com,9876012402
1719,"birla institute of technology ,mesra, ranchi (noida campus)",Uttar Pradesh,Gautam Buddha N,bgiatrnoida@bitmesra.ac.in,2440408
1720,School of Engineering & Applied Science,Gujarat,Ahmedabad,Registrar@raiunivesity.ed,8980004322
1721,MAHABIR ITC,Orissa,Balasore,mahabir.iti@gmail.com,8093796949
1722,AUROBINDO INSTITUTE OF ENGINEERING AND TECHNOLOGY(POLYTECHNIC),Andhra Pradesh,Rangareddy,abietcareers@gmail.com,9705388662
1723,SREEDATTHA INSTITUTE OF ENGINEERING AND SCIENCE,Andhra Pradesh,Rangareddy,info@sreedattha.ac.in,8801099941
1724,SREEDATTHA INSTITUTE OF ENGINEERING AND SCIENCE (polytechnic),Andhra Pradesh,Rangareddy,info@sreedattha.ac.in,8801099921
1725,Jaya Prakash Narayan College of Engineering,Andhra Pradesh,Mahabubnagar,principal@jpnce.ac.in,275313
1726,"Peoples Institute of Hotel Management, Catering Technology & Applied Nutrition",Madhya Pradesh,Bhopal,"ed@pihmct.peoplesgroup.in ,princ@pihmct.peoplesgroup.in",7554005062
1727,"Institute of Management Technology, Hyderabad",Andhra Pradesh,Rangareddy,registrar@imthyderabad.edu.in,30461662
1728,HOLY MARY INSTITUTE OF TECHNOLOGY,Andhra Pradesh,Rangareddy,principalhit@gmail.com,9010642888
1729,ORISSA ITC,Orissa,Khordha,orissaitcbbsr@gmail.com,9437233224
1730,"SHRI RAWATPURA SARKAR COLLEGE OF EDUCATION, NAYA RAIPUR",Chhattisgarh,Raipur,sritechraipur@gmail.com,2120175
1731,Bhagwan Buddha Primary Teachers Education College,Bihar,Siwan,bhagwanbudh@yahoo.com,242045
1732,"Pinkcity Engineering College And Research Center, Jaipur",Rajasthan,Jaipur,pcecrc@gmail.com,9785644671
1733,NARAYAN NURSING COLLEGE,Bihar,Rohtas,nncjamuhar@gmail.com,281899
1734,R.N.Modi Engineering College,Rajasthan,Kota,support@rmeckota.com,7443290960
1735,SANA POLYTECHNIC,Andhra Pradesh,Nalgonda,148.sana@gmail.com,255776
1736,NARAYANI INSTITUTE OF ENGINEERING & TCHNOLOGY,Orissa,Angul,nietangul@gmail.com,9937063437
1737,SHANTI NIKETAN GROUP OF INSTITUTIONS,Uttar Pradesh,Meerut,infosngi.mrt@gmail.com,8937002008
1738,Draupadi Insititute for Education & Training - ITC (DIET - ITC),Orissa,Jharsuguda,dietitc_jsg@yahoo.in,9861236657
1739,"TIT College, Bhopal",Madhya Pradesh,Bhopal,titcollegebpl2008@gmail.c,7898452039
1740,SUPER AADARSH PVT ITI,Bihar,Aurangabad,vickysi2002est@gmail.com,9431417084
1741,Peoples Institute of Management & Research,Madhya Pradesh,Bhopal,puso@peoplesgroup.in,7554005421
1742,JJ COLLEGE OF PHARMACY,Andhra Pradesh,Rangareddy,principal.jjcpm@gmail.com,9441119508
1743,RADHARAMAN INSTITUTE OF PHARMACEUTICAL SCIENCES,Madhya Pradesh,Bhopal,ripsbhopal@gmail.com,9827328505
1744,RADHARAMAN COLLEGE OF PHARMACY BHOPAL M.P.,Madhya Pradesh,Bhopal,rcpbhopal@gmail.com,2896218
1745,MEGHNAD SAHA INSTITUTE OF TEC HNOLOGY,West Bengal,Kolkata,msitcollege09@gmail.com,24431031
1746,MOTHER THERESA SCHOOL OF NURSING(G.N.M COURSE),Andhra Pradesh,Krishna,vims_nursing@yahoo.com,2440554
1747,Dr. S P Singh Institute of Nursing,Madhya Pradesh,Bhopal,drspsinghacademy@gmail.co,9425013162
1748,VIDYA BHARATHI INSTITUTE OF TECHNOLOGY,Andhra Pradesh,Warangal,webmaster_vbit@yahoo.com,9948295183
1749,K C Public School,Punjab,Nawanshahar,kcpian@rediffmail.com,1823504221
1750,MOTHER VANNINI COLLEGE OF NURSING,Andhra Pradesh,West Godavari,vannini_nsg@yahoo.com,9440054889
1751,Sriganaganagar Engineering College,Rajasthan,Sri Ganganagar,sips.gogia061@gmail.com,1542494127
1752,Krihsna Polytechnic College,Haryana,Rewari,krishnapolytechnicalcolle,9728505055
1753,Career Point University,Rajasthan,Kota,sandeep.cpuk@gmail.com,9672980182
1754,Indo American Institutions Technical Campus,Andhra Pradesh,Visakhapatnam,"ao@iaitc.in, sudhakar@iai",9393333123
1755,Indo American Institutions,Andhra Pradesh,Visakhapatnam,"ao@iaitc.in, sudhakar@iai",2858000
1756,SUM NURSING COLLEGE,Orissa,Khordha,dean.snc@soauniversity.ac,9437035927
1757,BALAJI INSTITUTE OF TECHNOLOGY KERWAN (M.P.),Madhya Pradesh,Barwani,balaji.engg.college@gmail.com,9826029109
1758,KRUTI INSTITUE OF TECHNOLOGY & ENGINEERING,Chhattisgarh,Raipur,kiteraipurcg@gmail.com,7712104648
1759,LAKSHMI NARAIN COLLEGE OF TECHNOLOGY & SCIENCE(LNCT&S),Madhya Pradesh,Bhopal,lnctsbhopal@lnctgroup.in,7553985300
1760,YASHODA COLLEGE OF NURSING,Andhra Pradesh,Rangareddy,yashodacollegeofnursing@ymail.com,24072334
1761,World Institute of Technology,Haryana,Gurgaon,Info@wit.net.in,9991953594
1762,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA,BHOPAL",Madhya Pradesh,Bhopal,sirtsbhopal@sirtsbhopal.ac.in,3983170
1763,St.MARY'S TECHNICAL CAMPUS KOLKATA,West Bengal,South 24 Parganas,SMTCK1214@GMAIL.COM,8420247078
1764,GIET SCHOOL OF PHARMACY,Andhra Pradesh,East Godavari,"principalgipr@gmail.com,gietpharmacy@gmail.com, gm@giet.ac.in",9849146655
1765,ST. MARYS GROUP OF INSTITUTIONS HYDERABAD,Andhra Pradesh,Nalgonda,compass@stmarysgroup.com,8498055650
1766,ST. MARYS INTEGRATED CAMPUS,Andhra Pradesh,Nalgonda,compass@stmarysgroup.com,8498055650
1767,"INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY & APPLIEDNUTRITION",Orissa,Bhubaneswar,hospitality@ihmbbs.org,2589241
1768,AKHIL BHARTIYA SHIKSHA AUAM PRASHIKSHAN MAHAVIDYALAYA,Madhya Pradesh,Bhopal,akhilbhartiyacollege@gmai,0
1769,Madhavan Memorial College of Education,Bihar,Banka,mmce.shivdham.365@gmail.c,9771459016
1770,Indian Institute of Cos & tManagement Studies & Research (IndSearch),Maharashtra,Pune,search@indsearch.org,22917000
1771,"ST JOSEPHS SCHOOL OF NURSING, GUNTUR",Andhra Pradesh,Guntur,stjshoolofnursing@gmail.c,2320902
1772,OM I.T.C,Bihar,Aurangabad,om.jeiti@gmail.com,9097857810
1773,CMR Group of Institutions,Andhra Pradesh,Hyderabad,"principal.cmrcet@cmrinstitutions.org,cmrgi.tpc@gmail.com",200699
1774,HI-TECH COLLEGE OF PHARMACY,Orissa,Bhubaneswar,hitechpharmacy@gmail.com,2371406
1775,NIT MIZORAM,Mizoram,Aizawl,nit_mizoram@nitmz.ac.in,2341236
1776,Rao Pahlad Singh Group of Institutions,Haryana,Mahendragarh,rpsbalana@gmail.com,241431
1777,"B.N. College of Engineering & Technology, (BNCET)",Uttar Pradesh,Lucknow,contact@bncet.ac.in,9918904214
1778,"RAMARANI INSTITUTE OF TECHNOLOGY,BALASORE",Orissa,Balasore,principalramarani@yahoo.,256633
1779,Madhav University,Rajasthan,Sirohi,info@madhavuniversity.edu,8875028994
1780,"DAV UNIVERSITY, JALANDHAR",Punjab,Jalandhar,dpr@davuniversity.org,2708848
1781,P.B.G.M College,Madhya Pradesh,Bhopal,pbgmcollege@gmail.com,3261511
1782,MANAV BHARTI UNIVERSITY,Himachal Pradesh,Solan,info@manavbhartiuniversit,8091100003
1783,Advanced Institute of Education,Haryana,Palwal,info@advancedinstitutions,302222
1784,Sri Chaitanya Engineering College,Andhra Pradesh,Visakhapatnam,CAO@ cec.ac.in,9949993477
1785,Chaitanya Engineering College (II Shift) Polytechnic,Andhra Pradesh,Visakhapatnam,CAO@ cec.ac.in,9949993477
1786,RAGHURAM MAHAVIDYALAY,Uttar Pradesh,Agra,raghurammahavidyalaya@gma,8979559955
1787,KHAJAN SINGH GIRLS DEGREE COLLEGE,Uttar Pradesh,Agra,khajansinghksgdc@gmail.co,0
1788,DOON BUSINESS SCHOOL GLOBAL,Uttarakhand,Dehradun,vinodverma234@gm  ail.com,989703037
1789,S.S. College of Polytechnic,Haryana,Karnal,info@sspolytechnic.com,9215844020
1790,Bells Instititue of Management & Technology,Himachal Pradesh,Shimla,principal@bells.ac.in,2620313
1791,AURORAS RESEARCH & TECHNOLOGICAL INSTITUTE,Andhra Pradesh,Warangal,principal.arti@gmail.com,2524111
1792,Aryavart College of Education,Haryana,Bhiwani,aryavart2003@gmail.com,9812020375
1793,SHYAM COLLEGE OF ENGINEERING,Rajasthan,Dausa,shyamcollege@gmail.com,8890209999
1794,HERITAGE TECHNICAL COLLEGE,Uttar Pradesh,Agra,rajtomar.hiht@gmail.com,5622962415
1795,JAYA COLLEGE OF NURSING,Andhra Pradesh,Hyderabad,JAYACOLLEGE357@GMAIL.COM,9441126730
1796,VIJAY SCHOOL OF NURSING(G.N.M COURSE),Andhra Pradesh,Krishna,vims_nursing@yahoo.com,2440554
1797,The City College,Madhya Pradesh,Bhopal,thecitycollege@rediffmail,4000662
1798,Tirumala School of Nursing,Andhra Pradesh,Vizianagaram,tson.vzm@gmail.com,8922233558
1799,OmDayal Group of Institutions,West Bengal,Howrah,contact@oders.in,26613366
1800,SLCS INSTITUTE OF ENGINEERING & TECHNOLOGY,Andhra Pradesh,Rangareddy,slciet@yahoo.com,9866502063
1801,Tirumala College of Nursing,Andhra Pradesh,Vizianagaram,tcon.vzm@gmail.com,8922233558
1802,GANDHI ACADEMY OF TECHNICAL EDUCATION,Andhra Pradesh,Nalgonda,principal.qe@gmail.com,8498053357
1803,Baddi University of Emerging Sciences & Technology,Himachal Pradesh,Solan,registrar.academics@baddiuniv.ac.in,247353
1804,School of Diploma Engineering,Haryana,Jhajjar,gtcbahadurgarh@gmail.com,8684000904
1805,S.V COLLEGE OF EDUCATION,Madhya Pradesh,Bhopal,vncollege@rediffmail.com,0
1806,Jalpaiguri Government Engineering College,West Bengal,Jalpaiguri,principal_jgec @rediffmai,35612551
1807,VNS BUSINESS SCHOOL,Madhya Pradesh,Bhopal,principal@vnsbs.org,7552696787
1808,KAMALKANT INSTITUTE OF TECHNOLOGY & MANAGEMENT,Madhya Pradesh,Gwalior,Kkitm.college5@gmail.com,7512566240
1809,CENTRAL INSTITUTE OF PLASTICS ENGINEERING & TECHNOLOGY ( CIPET ),Bihar,Vaishali,cipetpatna@gmail.com,62242774
1810,INDUSTRIAL TRAINING CENTRE RAGHUNATH PALLI,Orissa,Sundargarh,rnpalliitc@rediffmail.com,6612481814
1811,TADIPATRI ENGINEERING COLLEGE,Andhra Pradesh,Anantapur,tectdp@gmail.com,8558200266
1812,KUMAR INSTITUTE FOR HIGHER STUDIES,Uttar Pradesh,Lucknow,kumarinstituteforhigherstudies@gmail.c,8858518833
1813,S.E.TS COLLEGE OF PHARMACY,Karnataka,Dharwad,setcpd@rediffmail.com,8362448540
1814,SHREE JAGANNATH I.T.C,Orissa,Bhadrak,sjitcbdk@gmail.com,9437266634
1815,Lala Lajpat Rai Memroial Polytechnic College,Punjab,Moga,llrmpc_principal@yahoo.co,9814438161
1816,Indira School of Business Studies,Maharashtra,Pune,isbs@indiraedu.com,66759404
1817,"Dr. k.N. Modi University, Newai",Rajasthan,Tonk,registrar@dknmu.org,8875010008
1818,SRISATYASAI ITI,Orissa,Khordha,srisatyasaipvtiti@gmail.c,9437029571
1819,KSERT COLLEGE OF EDUCATION HUMHAMA BUDGAM KASHMIR,Jammu,Budgam,ksertcoe@gmail.com,1942303800
1820,NOVA'S INSTITUTE OF TECHNOLOGY,Andhra Pradesh,West Godavari,elurucollege.nova@gmail,8812215524
1821,PRABHAT ENGINEERING COLLEGE,Uttar Pradesh,Kanpur Dehat,info@prabhatengg.co.in,9336112249
1822,SOUTH POINT INSTITUTE OF TECHNOLOGY & MANAGEMENT,Haryana,Sonipat,southpointin@gmail.com,2216823
1823,VANDE MAATRAM SCHOOL OF NURSING,Madhya Pradesh,Gwalior,VANDEMATRAMCOLLEGE@GMAIL.,2470793
1824,MARGDARSHAN SANSTHAN SHIKSHA MAHAVIDYALAYA,Chhattisgarh,Korea,margdarshan_ambikapur@yah,9425580571
1825,AZAD COLLEGE OF ENGINEERING & TECHNOLOGY,Andhra Pradesh,Rangareddy,directorazad1@gmail.com,9849026369
1826,Brindavan College of Engineering,Karnataka,Bengaluru,engineering@brindavancollege.com,28478366
1827,National Institute of Fashion Technology,Karnataka,Bangalore,director.bengaluru@nift.a,8022552565
1828,J.S. School Of Nursing,Andhra Pradesh,Prakasam,jsson.ongole@gmail.com,9248011331
1829,Sharavathi Dental CollegeHospital,Karnataka,Shimoga,sharavathidentalcollege@g,8182250816
1830,USHA MARTIN ACADEMY,Bihar,Patna,ushamartin367@gmail.com,6122320968
1831,SRI YPR COLLEGE  OF ENGINNERING & TECHNOLOGY,Andhra Pradesh,Medak,principal@yprcet.in,9848379183
1832,"BRCM College of engineeringtechnology, Bahal",Haryana,Bhiwani,infocollege@brcm.edu.in,1255265101
1833,SLCS POLYTECHNIC  COLLEGE,Andhra Pradesh,Rangareddy,slciet@yahoo.com,9866502063
1834,TECHNO INDIA UNIVERSITY,West Bengal,North 24 Parganas,tiuhodconnects@gmail.com,9836544417
1835,RP Educational Trust Group of Institutions,Haryana,Karnal,director@rpiit.com,1748251612
1836,CGC-College Of Engineering,Punjab,SAS Nagar,cgc.registrar@gmail.com,1723984250
1837,"NEW HORIZON DENTAL COLLEGE & RESEARCH INSTITUTE, SAKRI, BILASPUR,CHATTISGARH",Chhattisgarh,Bilaspur,nhdcribsp@gmail.com,7752652980
1838,Modern Institute of Higher Studies,Uttar Pradesh,Allahabad,director.mihs@gmail.com,8573067907
1839,RAWAL INSTIUTIONS,Haryana,Faridabad,info@rawalinstitutions.co,1292400400
1840,Shri Ramswaroop Memorial University,Uttar Pradesh,Barabanki,registrar.office@srmu.ac.,9554953791
1841,"BLACK DIAMOND SCHOOL OF ENGINEERING,BRAJRAJNAGAR,JHARSUGUDA",Orissa,Jharsuguda,amirkabdse@gmail.com,6645242202
1842,ST.JOSEPH S COLLEGE OF NURSING,Andhra Pradesh,Nellore,stjosephcon@yahoo.com,2347374
1843,Central University Of Karnataka,Karnataka,Gulbarga,cukdsw@cuk.ac.in,8477226729
1844,Central University Of Haryana,Haryana,Mahendragarh,vijaykumar@cuh.ac.in,1285249432
1845,Noble Polytechnic college,Andhra Pradesh,Medak,noblepolytechnic324@gmail,8498053324
1846,"Thakur Hari Prasad Institute of ResearchRehabilitation for the MentallyHandicapped",Andhra Pradesh,Rangareddy,thpihyd@hotmail.com,24045454
1847,"Lakshmi School of Nursing, Vizianagaram",Andhra Pradesh,Vizianagaram,lsn.vzm@gmail.com,9440540315
